Time (sec),AC Compressor Sw (on/off),AF Correction 1 (%),AF Correction 3 (%),AF Learning 1 (%),AF Learning 3 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS In Left (°),Accel Position (%),Baro Pressure (psi),Battery Volts (V),Boost (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load (g/rev),Calculated Load Ext (g/rev),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),EGR Commanded (steps),Feedback Knock (°),Fine Knock Learn (°),Fuel Cut (cylinders),Fuel Pressure (psi),Fuel Pressure Target (psi),Gear Position (gear),Ign Comp IAT (°),Ignition Timing (°),Inj Duty Cycle (%),Inj PW (ms),Inj Timing H SOI NEW (°),Intake Temp (F),Intake Temp Manifold (F),MAF Corr Final (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TD Integral (%),TD Proportional (%),TGV Map Ratio (mult),Target Boost Final Rel Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),"AP Info:[AP3-SUB-004 v1.7.6.0-28208][2021 USDM WRX MT CCF Gen2][Reflash: Stage1+BigSF 93 v400.ptm - Realtime: Stage1+BigSF 93 v400.ptm]"
121.365,on,-3.91,0.00,3.12,-5.47,14.78,0,-1,0.0,14.50,13.68,-10.56,-10.49,14.58,0.25,0.25,14.87,192.2,0.875,0,0.00,0.00,0,439.3,437.9,0,0.0,12.50,1.28,1.008,269.0,150.8,140.0,6.32,1.06,3.94,203.5,1526,0.00,1.10,0.000,0.00,1.000,-9.39,6.7,0,0.00,0
121.437,on,-3.12,0.00,3.12,-5.47,14.77,0,-1,0.0,14.50,13.84,-10.73,-10.63,14.58,0.23,0.24,14.99,192.2,0.875,0,0.00,0.00,0,442.6,437.9,0,0.0,12.50,1.28,0.989,269.0,150.8,140.0,6.16,1.04,3.78,203.5,1548,0.00,1.17,0.000,0.00,1.000,-9.47,6.7,0,0.00,0
121.505,on,-3.12,0.00,3.12,-5.47,14.76,0,-2,0.0,14.50,13.76,-10.84,-10.77,14.65,0.22,0.23,15.24,192.2,0.875,0,0.00,0.00,0,453.1,437.9,0,0.0,13.00,1.19,0.938,269.0,150.8,140.0,5.84,1.02,3.66,203.5,1528,0.00,1.28,0.000,0.00,0.736,-9.47,6.3,0,0.00,0
121.561,on,-3.91,0.00,3.12,-5.47,14.72,0,-2,0.0,14.50,13.60,-10.96,-10.89,14.65,0.21,0.22,15.24,192.2,0.875,0,0.00,0.00,0,458.1,437.9,0,0.0,12.50,1.17,0.938,268.5,150.8,140.0,5.45,0.98,3.54,203.5,1502,0.00,1.54,0.000,0.00,0.616,-9.34,5.9,0,0.00,0
121.618,on,-3.91,0.00,3.12,-5.47,14.71,0,-2,0.0,14.50,13.76,-11.08,-11.01,14.65,0.21,0.21,15.36,192.2,0.875,0,0.00,0.00,0,444.0,437.9,0,0.0,12.50,1.02,0.835,268.5,150.8,140.0,5.09,0.98,3.42,203.5,1470,0.00,1.77,0.000,0.00,0.203,-9.23,5.9,0,0.00,0
121.676,on,-3.91,0.00,3.12,-5.47,14.69,0,-2,0.0,14.50,13.20,-11.11,-11.08,14.65,0.19,0.20,15.42,192.2,0.875,0,0.00,0.00,0,444.5,437.9,0,0.0,12.00,0.99,0.829,268.0,150.8,140.0,4.85,0.96,3.39,203.5,1434,0.00,1.97,0.000,0.00,0.000,-9.10,6.3,0,0.00,0
121.742,on,-3.91,0.00,3.12,-5.47,14.67,0,-2,0.0,14.50,13.28,-11.10,-11.10,14.65,0.19,0.20,15.42,192.2,0.875,0,0.00,0.00,0,452.1,437.9,0,0.0,12.00,0.96,0.829,267.5,150.8,140.0,4.61,1.00,3.40,203.5,1391,0.00,2.16,0.000,0.00,0.000,-8.93,6.3,0,0.00,0
121.815,on,-3.91,0.00,3.12,-5.47,14.64,0,-2,0.0,14.50,13.28,-11.10,-11.09,14.65,0.19,0.20,15.42,192.2,0.875,0,0.00,0.00,0,452.0,437.9,0,0.0,11.50,0.89,0.794,267.0,150.8,140.0,4.42,1.04,3.40,203.5,1348,0.00,2.36,0.000,0.00,0.000,-8.73,6.3,0,0.00,0
121.877,on,-3.91,0.00,3.12,-5.47,14.64,0,-2,0.0,14.50,13.20,-11.04,-11.06,14.65,0.19,0.20,15.36,192.2,0.875,0,0.00,0.00,0,439.0,437.9,0,0.0,11.00,0.87,0.803,266.5,150.8,140.0,4.26,1.04,3.46,203.5,1299,0.00,2.48,0.000,0.00,0.000,-8.58,6.3,0,0.00,0
121.951,on,-3.91,0.00,3.12,-5.47,14.64,0,-2,0.0,14.50,13.12,-11.00,-11.02,14.65,0.19,0.20,15.36,192.2,0.875,0,0.00,0.00,0,441.4,437.9,0,0.0,11.00,0.82,0.784,266.0,150.8,140.0,4.17,1.04,3.51,203.5,1253,0.00,2.66,0.000,0.00,0.000,-8.36,6.3,0,0.00,0
122.016,on,-3.91,0.00,3.12,-5.47,14.66,0,-2,0.0,14.50,13.28,-10.93,-10.97,14.65,0.19,0.20,15.11,192.2,0.875,0,0.00,0.00,0,443.2,437.9,0,0.0,1.00,0.76,0.784,265.0,150.8,140.0,3.93,1.06,3.57,203.5,1166,0.00,2.87,0.000,0.00,0.000,-8.11,6.3,0,0.00,0
122.089,on,-3.91,0.00,3.12,-5.47,14.69,0,-1,0.0,14.50,13.12,-10.90,-10.91,14.65,0.21,0.21,14.93,192.2,0.875,0,0.00,0.00,0,442.5,437.9,0,0.0,0.00,0.77,0.832,265.0,150.8,140.0,3.86,1.02,3.61,203.6,1109,0.00,3.23,0.000,0.00,0.000,-7.70,6.7,0,0.00,0
122.153,on,-3.91,0.00,3.12,-5.47,14.69,0,-1,0.0,14.50,12.96,-10.75,-10.79,14.65,0.22,0.22,14.76,192.2,0.875,0,0.00,0.00,0,425.5,437.9,0,0.0,-0.50,0.82,0.957,265.0,150.8,140.0,3.86,1.00,3.75,203.6,1033,0.00,3.44,0.000,0.00,0.000,-7.35,6.7,0,0.00,0
122.206,on,-3.91,0.00,3.91,-5.47,14.72,0,-1,0.0,14.50,13.04,-10.61,-10.67,14.64,0.23,0.24,14.47,192.2,0.875,0,0.00,0.00,0,422.0,437.9,0,0.0,-1.50,0.78,0.957,265.0,150.8,140.0,3.84,1.00,3.89,203.6,978,0.00,3.64,0.000,0.00,0.000,-7.03,6.7,0,0.00,0
122.271,on,-3.91,0.00,6.25,-5.47,14.73,0,-1,0.0,14.50,13.20,-10.45,-10.52,14.63,0.25,0.25,14.64,192.2,0.875,0,0.00,0.00,0,418.3,437.9,0,0.0,-2.00,0.84,1.094,265.0,150.8,140.0,3.86,1.04,4.06,203.6,920,0.00,3.78,0.000,0.00,0.000,-6.76,6.7,0,0.00,0
122.345,on,-3.12,0.00,9.38,-5.47,14.75,0,-1,0.0,14.50,13.20,-10.24,-10.33,14.62,0.26,0.27,14.82,192.2,0.875,0,0.00,0.00,0,395.5,437.9,0,0.0,-2.50,0.79,1.094,265.0,150.8,140.0,3.82,1.06,4.26,203.6,864,0.00,3.93,0.000,0.00,0.000,-6.45,7.1,0,0.00,0
122.398,on,-3.12,0.00,10.94,-5.47,14.82,0,-1,0.0,14.50,13.28,-10.13,-10.15,14.62,0.27,0.28,14.93,192.2,0.875,0,0.00,0.00,0,422.3,437.9,0,0.0,-1.00,0.76,1.094,265.0,150.8,140.0,3.91,1.06,4.37,203.6,836,0.00,3.96,0.000,0.00,0.000,-6.23,7.1,0,0.00,0
122.456,on,-3.12,0.00,11.72,-5.47,14.82,0,-1,0.0,14.50,13.12,-9.85,-9.94,14.62,0.28,0.29,14.87,192.2,0.875,0,0.00,0.00,0,395.1,437.9,0,0.0,0.00,0.90,1.350,265.0,150.8,140.0,3.93,1.06,4.65,203.6,799,0.00,3.92,0.000,0.00,0.000,-6.06,7.1,0,0.00,0
122.527,on,-3.12,0.00,13.28,-5.47,14.85,0,-1,0.0,14.50,13.12,-9.73,-9.76,14.62,0.31,0.31,14.82,192.2,0.875,0,0.00,0.00,0,403.7,437.9,0,0.0,4.00,0.88,1.350,265.0,150.8,140.0,4.04,1.12,4.77,203.6,778,0.00,3.79,0.000,0.00,0.000,-6.00,7.1,0,0.00,0
122.581,on,-3.12,0.00,13.28,-5.47,14.92,0,-1,0.0,14.50,13.28,-9.47,-9.54,14.62,0.32,0.33,14.76,192.2,0.875,0,0.00,0.00,0,386.1,437.9,0,0.0,5.00,0.97,1.539,265.0,150.8,140.0,4.10,1.06,5.03,203.6,754,0.00,3.56,0.000,0.00,0.000,-6.00,7.5,0,0.00,0
122.637,on,-2.34,0.00,13.28,-5.47,14.91,0,-1,0.0,14.50,13.20,-9.31,-9.25,14.62,0.34,0.34,14.59,192.2,0.875,0,0.00,0.00,0,392.0,437.9,0,0.0,8.50,0.96,1.539,265.0,150.8,140.0,4.23,1.10,5.19,203.6,746,0.00,3.34,0.000,0.00,0.000,-6.00,7.9,0,0.00,0
122.696,on,-2.34,0.00,13.28,-5.47,14.98,0,-1,0.0,14.50,13.12,-8.92,-8.97,14.62,0.35,0.36,14.53,192.2,0.875,0,0.00,0.00,0,380.3,437.9,0,0.0,10.00,0.95,1.539,265.0,150.8,140.0,4.39,1.12,5.59,203.6,740,0.00,3.03,0.000,0.00,0.000,-6.00,7.9,0,0.00,0
122.765,on,-2.34,0.00,13.28,-5.47,14.96,0,-1,0.0,14.50,13.20,-8.72,-8.69,14.62,0.36,0.37,14.47,192.2,0.875,0,0.00,0.00,0,408.7,437.9,0,0.0,10.50,1.06,1.728,265.0,150.8,140.0,4.53,1.16,5.78,203.5,738,0.00,2.78,0.000,0.00,0.000,-6.00,7.5,0,0.00,0
122.816,on,-2.34,0.00,13.28,-5.47,15.00,0,-1,0.0,14.50,13.20,-8.38,-8.47,14.62,0.36,0.37,14.47,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,11.00,1.08,1.728,265.0,150.8,140.0,4.65,1.12,6.12,203.5,750,0.00,2.53,0.000,0.00,0.000,-6.00,7.1,0,0.00,0
122.895,on,-2.34,0.00,13.28,-5.47,14.97,0,-1,0.0,14.50,13.28,-8.23,-8.33,14.62,0.36,0.37,14.59,192.2,0.875,0,0.00,0.00,0,379.9,437.9,0,0.0,11.00,1.15,1.792,265.0,150.8,140.0,4.70,1.10,6.28,203.5,768,0.00,2.33,0.000,0.00,0.000,-6.00,6.7,0,0.00,0
122.956,on,-2.34,0.00,13.28,-5.47,14.94,0,-1,0.0,14.50,13.20,-8.25,-8.30,14.62,0.35,0.36,14.64,192.2,0.875,0,0.00,0.00,0,374.9,437.9,0,0.0,9.50,1.17,1.792,265.0,150.8,140.0,4.72,1.06,6.25,203.5,786,0.00,2.29,0.000,0.00,0.000,-6.00,6.3,0,0.00,0
123.024,on,-2.34,0.00,13.28,-5.47,14.87,0,-1,0.0,14.50,13.20,-8.31,-8.35,14.62,0.35,0.35,14.76,192.2,0.875,0,0.00,0.00,0,404.1,437.9,0,0.0,8.00,1.22,1.792,265.0,150.8,140.0,4.78,1.00,6.19,203.5,815,0.00,2.29,0.000,0.00,0.000,-6.06,5.9,0,0.00,0
123.076,on,-2.34,0.00,13.28,-5.47,14.83,0,-1,0.0,14.50,13.28,-8.46,-8.47,14.62,0.34,0.34,14.76,192.2,0.875,0,0.00,0.00,0,385.3,437.9,0,0.0,6.00,1.17,1.677,265.0,150.8,140.0,4.85,1.04,6.05,203.5,837,0.00,2.26,0.000,0.00,0.000,-6.15,5.9,0,0.00,0
123.145,on,-2.34,0.00,13.28,-5.47,14.79,0,-1,0.0,14.50,13.28,-8.61,-8.58,14.62,0.34,0.34,14.70,192.2,0.875,0,0.00,0.00,0,377.9,437.9,0,0.0,5.50,1.19,1.677,265.0,150.8,141.8,4.87,1.02,5.89,203.5,854,0.00,2.25,0.000,0.00,0.000,-6.29,5.9,0,0.00,0
123.197,on,-2.34,0.00,13.28,-5.47,14.79,0,-1,0.0,14.50,13.20,-8.67,-8.67,14.62,0.34,0.34,14.70,192.2,0.875,0,0.00,0.00,0,382.9,437.9,0,0.0,3.50,1.18,1.616,265.0,150.8,140.0,4.96,1.02,5.83,203.5,877,0.00,2.26,0.000,0.00,0.000,-6.40,5.9,0,0.00,0
123.259,on,-2.34,0.00,13.28,-5.47,14.75,0,-1,0.0,14.50,13.20,-8.80,-8.80,14.62,0.32,0.33,14.76,192.2,0.875,0,0.00,0.00,0,402.0,437.9,0,0.0,3.00,1.20,1.616,265.0,150.8,141.8,4.96,1.02,5.70,203.5,892,0.00,2.33,0.000,0.00,0.000,-6.45,6.3,0,0.00,0
123.316,on,-2.34,0.00,13.28,-5.47,14.74,0,-1,0.0,14.50,13.68,-8.94,-8.93,14.62,0.32,0.33,14.76,192.2,0.875,0,0.00,0.00,0,383.1,437.9,0,0.0,1.50,1.18,1.571,265.0,150.8,141.8,4.93,0.98,5.56,203.5,898,0.00,2.36,0.000,0.00,0.000,-6.52,6.3,0,0.00,0
123.383,on,-2.34,0.00,13.28,-5.47,14.75,0,-1,0.0,14.50,13.60,-9.04,-9.03,14.63,0.32,0.32,14.64,192.2,0.875,0,0.00,0.00,0,396.4,437.9,0,0.0,1.00,1.19,1.571,265.0,150.8,141.8,4.90,1.02,5.47,203.4,905,0.00,2.44,0.000,0.00,0.000,-6.54,6.3,0,0.00,0
123.456,on,-2.34,0.00,13.28,-5.47,14.74,0,-1,0.0,14.50,13.76,-9.14,-9.13,14.63,0.31,0.32,14.64,192.2,0.875,0,0.00,0.00,0,391.4,437.9,0,0.0,0.50,1.15,1.520,265.0,150.8,141.8,4.85,1.02,5.37,203.4,910,0.00,2.53,0.000,0.00,0.000,-6.58,6.3,0,0.00,0
123.517,on,-2.34,0.00,13.28,-5.47,14.71,0,-1,0.0,14.50,13.84,-9.23,-9.22,14.63,0.31,0.32,14.64,192.2,0.875,0,0.00,0.00,0,411.8,437.9,0,0.0,0.50,1.15,1.520,265.0,150.8,141.8,4.79,1.04,5.27,203.4,908,0.00,2.60,0.000,0.00,0.000,-6.58,6.3,0,0.00,0
123.576,on,-2.34,0.00,13.28,-5.47,14.70,0,-1,0.0,14.50,13.52,-9.27,-9.29,14.63,0.31,0.31,14.64,192.2,0.875,0,0.00,0.00,0,396.6,437.9,0,0.0,0.50,1.14,1.507,265.0,150.8,141.8,4.74,1.00,5.23,203.4,906,0.00,2.67,0.000,0.00,0.000,-6.58,6.3,0,0.00,0
123.644,on,-2.34,0.00,13.28,-5.47,14.67,0,-1,0.0,14.50,13.60,-9.33,-9.33,14.63,0.31,0.31,14.64,192.2,0.875,0,0.00,0.00,0,382.9,437.9,0,0.0,0.50,1.13,1.507,265.0,150.8,141.8,4.70,1.04,5.17,203.4,901,0.00,2.77,0.000,0.00,0.000,-6.54,6.3,0,0.00,0
123.696,on,-2.34,0.00,13.28,-5.47,14.65,0,-1,0.0,14.50,13.68,-9.33,-9.34,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,419.2,437.9,0,0.0,0.50,1.13,1.507,265.0,150.8,141.8,4.67,1.00,5.17,203.5,898,0.00,2.82,0.000,0.00,0.000,-6.53,6.3,0,0.00,0
123.767,on,-3.12,0.00,13.28,-5.47,14.59,0,-2,0.0,14.50,13.44,-9.36,-9.36,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,403.4,437.9,0,0.0,0.50,1.10,1.482,265.0,150.8,141.8,4.62,1.04,5.14,203.5,890,0.00,2.86,0.000,0.00,0.000,-6.50,6.7,0,0.00,0
123.821,on,-3.12,0.00,13.28,-5.47,14.55,0,-2,0.0,14.50,13.76,-9.36,-9.38,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,395.8,437.9,0,0.0,1.00,1.10,1.482,265.0,150.8,141.8,4.61,1.02,5.14,203.5,887,0.00,2.89,0.000,0.00,0.000,-6.48,6.7,0,0.00,0
123.876,on,-3.12,0.00,13.28,-5.47,14.54,0,-2,0.0,14.50,13.76,-9.34,-9.36,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,394.9,437.9,0,0.0,1.00,1.08,1.475,265.0,150.8,141.8,4.58,1.04,5.16,203.5,879,0.00,2.92,0.000,0.00,0.000,-6.43,6.7,0,0.00,0
123.955,on,-3.12,0.00,13.28,-5.47,14.51,0,-2,0.0,14.50,13.76,-9.31,-9.35,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,390.6,437.9,0,0.0,1.50,1.08,1.475,265.0,150.8,141.8,4.58,0.98,5.19,203.5,875,0.00,2.94,0.000,0.00,0.000,-6.40,6.7,0,0.00,0
124.016,on,-3.12,0.00,13.28,-5.47,14.45,0,-2,0.0,14.50,13.68,-9.31,-9.33,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,397.2,437.9,0,0.0,2.00,1.06,1.472,265.0,150.8,141.8,4.54,1.00,5.20,203.5,868,0.00,2.95,0.000,0.00,0.000,-6.38,6.7,0,0.00,0
124.095,on,-3.91,0.00,13.28,-5.47,14.41,0,-2,0.0,14.50,13.60,-9.29,-9.32,14.62,0.31,0.31,14.76,192.2,0.875,0,0.00,0.00,0,383.0,437.9,0,0.0,2.50,1.06,1.472,265.0,150.8,141.8,4.55,1.02,5.21,203.5,867,0.00,2.96,0.000,0.00,0.000,-6.35,6.7,0,0.00,0
124.156,on,-3.91,0.00,13.28,-5.47,14.39,0,-2,0.0,14.50,13.76,-9.25,-9.30,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,397.2,437.9,0,0.0,3.00,1.07,1.488,265.0,150.8,141.8,4.52,1.04,5.25,203.5,861,0.00,2.95,0.000,0.00,0.000,-6.33,6.7,0,0.00,0
124.236,on,-3.91,0.00,13.28,-5.47,14.35,0,-2,0.0,14.50,13.84,-9.25,-9.27,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,380.3,437.9,0,0.0,3.00,1.07,1.488,265.0,150.8,141.8,4.53,1.02,5.26,203.5,861,0.00,2.94,0.000,0.00,0.000,-6.33,6.7,0,0.00,0
124.295,on,-3.91,0.00,13.28,-5.47,14.34,0,-2,0.0,14.50,13.60,-9.23,-9.26,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,401.1,437.9,0,0.0,3.00,1.07,1.488,265.0,150.8,141.8,4.53,1.02,5.28,203.5,859,0.00,2.93,0.000,0.00,0.000,-6.32,6.7,0,0.00,0
124.374,on,-4.69,0.00,12.50,-5.47,14.32,0,-2,0.0,14.50,13.52,-9.21,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,384.4,437.9,0,0.0,3.50,1.07,1.488,265.0,150.8,141.8,4.55,1.04,5.29,203.4,863,0.00,2.92,0.000,0.00,0.000,-6.32,6.3,0,0.00,0
124.439,on,-4.69,0.00,12.50,-5.47,14.31,0,-2,0.0,14.50,13.76,-9.21,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,401.1,437.9,0,0.0,3.50,1.04,1.459,265.0,150.8,141.8,4.52,1.06,5.29,203.4,857,0.00,2.91,0.000,0.00,0.000,-6.32,6.3,0,0.00,0
124.496,on,-4.69,0.00,12.50,-5.47,14.31,0,-2,0.0,14.50,13.76,-9.22,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,384.7,437.9,0,0.0,3.50,1.04,1.459,265.0,150.8,141.8,4.51,1.02,5.28,203.4,857,0.00,2.93,0.000,0.00,0.000,-6.31,6.3,0,0.00,0
124.560,on,-4.69,0.00,12.50,-5.47,14.30,0,-2,0.0,14.50,13.60,-9.22,-9.23,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,384.5,437.9,0,0.0,3.50,1.04,1.459,265.0,150.8,141.8,4.50,1.00,5.28,203.4,857,0.00,2.93,0.000,0.00,0.000,-6.31,6.3,0,0.00,0
124.617,on,-4.69,0.00,12.50,-5.47,14.30,0,-2,0.0,14.50,13.68,-9.22,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,408.7,437.9,0,0.0,3.50,1.04,1.459,265.0,150.8,141.8,4.49,1.02,5.28,203.4,856,0.00,2.92,0.000,0.00,0.000,-6.31,6.3,0,0.00,0
124.684,on,-4.69,0.00,12.50,-5.47,14.32,0,-2,0.0,14.50,13.76,-9.22,-9.24,14.62,0.31,0.32,14.76,192.2,0.875,0,0.00,0.00,0,395.2,437.9,0,0.0,3.50,1.03,1.456,265.0,150.8,141.8,4.46,0.98,5.28,203.5,850,0.00,2.93,0.000,0.00,0.000,-6.30,6.3,0,0.00,0
124.746,on,-4.69,0.00,12.50,-5.47,14.33,0,-2,0.0,14.50,13.76,-9.21,-9.23,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,389.9,437.9,0,0.0,4.00,1.02,1.456,265.0,150.8,141.8,4.40,1.02,5.29,203.5,840,0.00,2.99,0.000,0.00,0.000,-6.23,6.3,0,0.00,0
124.816,on,-4.69,0.00,12.50,-5.47,14.34,0,-2,0.0,14.50,13.68,-9.21,-9.21,14.62,0.31,0.31,14.82,192.2,0.875,0,0.00,0.00,0,405.7,437.9,0,0.0,4.50,1.01,1.456,265.0,150.8,141.8,4.38,1.00,5.30,203.5,836,0.00,3.03,0.000,0.00,0.000,-6.19,6.3,0,0.00,0
124.882,on,-4.69,0.00,12.50,-5.47,14.36,0,-2,0.0,14.50,13.76,-9.18,-9.19,14.62,0.31,0.31,14.82,192.2,0.875,0,0.00,0.00,0,388.7,437.9,0,0.0,5.00,0.99,1.443,265.0,150.8,141.8,4.33,1.06,5.32,203.5,825,0.00,3.07,0.000,0.00,0.000,-6.14,6.3,0,0.00,0
124.955,on,-4.69,0.00,12.50,-5.47,14.39,0,-2,0.0,14.50,13.84,-9.15,-9.16,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,407.2,437.9,0,0.0,5.50,0.98,1.443,265.0,150.8,141.8,4.31,1.06,5.35,203.4,818,0.00,3.08,0.000,0.00,0.000,-6.10,6.3,0,0.00,0
125.017,on,-4.69,0.00,12.50,-5.47,14.39,0,-2,0.0,14.50,13.84,-9.11,-9.14,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,391.9,437.9,0,0.0,5.50,0.99,1.472,265.0,150.8,141.8,4.27,1.04,5.39,203.4,806,0.00,3.08,0.000,0.00,0.000,-6.06,6.3,0,0.00,0
125.081,on,-4.69,0.00,12.50,-5.47,14.41,0,-1,0.0,14.50,13.68,-9.09,-9.11,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,378.1,437.9,0,0.0,6.50,0.99,1.472,265.0,150.8,141.8,4.29,1.04,5.42,203.4,805,0.00,3.07,0.000,0.00,0.000,-6.04,6.3,0,0.00,0
125.136,on,-4.69,0.00,12.50,-5.47,14.41,0,-1,0.0,14.50,13.52,-9.07,-9.08,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,382.4,437.9,0,0.0,6.50,1.00,1.488,265.0,150.8,141.8,4.31,1.04,5.43,203.4,804,0.00,3.07,0.000,0.00,0.000,-6.03,6.3,0,0.00,0
125.216,on,-4.69,0.00,12.50,-5.47,14.44,0,-1,0.0,14.50,13.84,-9.04,-9.04,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,7.00,1.00,1.488,265.0,152.6,141.8,4.33,1.00,5.47,203.4,804,0.00,3.04,0.000,0.00,0.000,-6.02,6.3,0,0.00,0
125.293,on,-4.69,0.00,12.50,-5.47,14.48,0,-1,0.0,14.50,13.84,-9.00,-9.01,14.62,0.32,0.32,14.82,192.2,0.875,0,0.00,0.00,0,385.2,437.9,0,0.0,7.00,1.02,1.517,265.0,152.6,141.8,4.35,1.02,5.51,203.5,804,0.00,3.00,0.000,0.00,0.000,-6.02,6.3,0,0.00,0
125.361,on,-4.69,0.00,12.50,-5.47,14.50,0,-1,0.0,14.50,13.84,-8.98,-8.99,14.62,0.32,0.32,14.82,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,7.00,1.03,1.517,265.0,152.6,141.8,4.42,0.98,5.52,203.5,814,0.00,2.94,0.000,0.00,0.000,-6.06,6.3,0,0.00,0
125.432,on,-4.69,0.00,12.50,-5.47,14.52,0,-1,0.0,14.50,13.68,-8.96,-8.98,14.62,0.32,0.33,14.82,192.2,0.875,0,0.00,0.00,0,382.2,437.9,0,0.0,6.50,1.04,1.530,265.0,152.6,141.8,4.43,1.00,5.55,203.5,815,0.00,2.91,0.000,0.00,0.000,-6.08,6.3,0,0.00,0
125.504,on,-4.69,0.00,12.50,-5.47,14.54,0,-1,0.0,14.50,13.68,-8.95,-8.99,14.62,0.32,0.32,14.82,192.2,0.875,0,0.00,0.00,0,393.9,437.9,0,0.0,6.50,1.03,1.530,265.0,152.6,141.8,4.40,1.00,5.55,203.5,812,0.00,2.92,0.000,0.00,0.000,-6.06,6.3,0,0.00,0
125.572,on,-4.69,0.00,12.50,-5.47,14.55,0,-1,0.0,14.50,13.68,-8.96,-8.99,14.62,0.32,0.32,14.82,192.2,0.875,0,0.00,0.00,0,379.9,437.9,0,0.0,6.50,1.02,1.501,265.0,152.6,141.8,4.39,0.96,5.54,203.5,812,0.00,2.91,0.000,0.00,0.000,-6.07,6.3,0,0.00,0
125.627,on,-4.69,0.00,12.50,-5.47,14.56,0,-1,0.0,14.50,14.00,-8.97,-8.98,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,371.1,437.9,0,0.0,6.50,1.02,1.501,265.0,152.6,141.8,4.39,0.98,5.54,203.5,815,0.00,2.89,0.000,0.00,0.000,-6.08,6.3,0,0.00,0
125.697,on,-4.69,0.00,12.50,-5.47,14.59,0,-1,0.0,14.50,13.76,-8.97,-8.97,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,403.0,437.9,0,0.0,6.50,1.01,1.501,265.0,152.6,141.8,4.34,0.96,5.54,203.5,810,0.00,2.94,0.000,0.00,0.000,-6.05,6.3,0,0.00,0
125.746,on,-4.69,0.00,12.50,-5.47,14.62,0,-1,0.0,14.50,13.68,-8.97,-8.99,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,386.6,437.9,0,0.0,6.50,1.03,1.517,265.0,152.6,141.8,4.36,1.00,5.54,203.5,815,0.00,2.91,0.000,0.00,0.000,-6.06,6.3,0,0.00,0
125.813,on,-4.69,0.00,12.50,-5.47,14.62,0,-1,0.0,14.50,13.92,-8.97,-8.98,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,398.1,437.9,0,0.0,6.50,1.04,1.517,265.0,152.6,141.8,4.40,1.04,5.54,203.5,825,0.00,2.85,0.000,0.00,0.000,-6.14,6.3,0,0.00,0
125.891,on,-4.69,0.00,12.50,-5.47,14.64,0,-1,0.0,14.50,13.76,-9.00,-9.02,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,383.0,437.9,0,0.0,5.50,1.04,1.494,265.0,152.6,141.8,4.44,1.02,5.51,203.5,835,0.00,2.81,0.000,0.00,0.000,-6.19,6.3,0,0.00,0
125.962,on,-4.69,0.00,12.50,-5.47,14.64,0,-1,0.0,14.50,13.60,-9.02,-9.04,14.62,0.31,0.32,14.82,192.2,0.875,0,0.00,0.00,0,374.1,437.9,0,0.0,5.00,1.05,1.494,265.0,150.8,141.8,4.47,1.04,5.48,203.4,844,0.00,2.80,0.000,0.00,0.000,-6.24,6.3,0,0.00,0
